id	GeneSymbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000091513.13	TF	8.593402382	-2.355469971	1.231405842	-1.912829946	0.055769826	0.224024363
ENSG00000091527.14	CDV3	2306.297498	-0.372922752	0.454815383	-0.819943136	0.412248525	0.673967219
ENSG00000091536.15	MYO15A	8.195252818	-0.445358518	0.90698017	-0.49103446	0.623402075	0.820320748
ENSG00000091542.8	ALKBH5	1845.056755	0.433664569	0.431646466	1.004675362	0.315053196	0.58591491
ENSG00000091583.9	APOH	0.074127511	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000091592.14	NLRP1	192.7599211	1.506997183	0.914197721	1.648436818	0.099263066	0.313081248
ENSG00000091622.14	PITPNM3	463.7262795	3.530406129	0.4892529	7.21591253	5.36E-13	7.07E-11
ENSG00000091640.6	SPAG7	518.1906649	0.474571186	0.354405141	1.339064057	0.18054982	0.437941177
ENSG00000091651.7	ORC6	608.2982519	-1.228232433	0.426791559	-2.87782738	0.004004242	0.039156788
ENSG00000091656.14	ZFHX4	123.7597189	-1.505411648	1.314849056	-1.144931155	0.252237677	0.522342522
ENSG00000091664.7	SLC17A6	0	0	NA	NA	NA	NA
ENSG00000091704.8	CPA1	0.180243596	-0.776007791	3.141758617	-0.246997903	0.804909847	NA
ENSG00000091732.14	ZC3HC1	364.149225	-0.084419973	0.39063263	-0.21611091	0.828901296	0.92831472
ENSG00000091831.20	ESR1	17.25133364	2.116125332	0.9074442	2.331961936	0.019702694	0.117970328
ENSG00000091844.6	RGS17	38.3509949	-0.842818791	0.979483012	-0.860473108	0.389528301	0.655040114
ENSG00000091879.12	ANGPT2	2.476034554	-0.167073395	1.104472985	-0.151269788	0.8797629	0.950331342
ENSG00000091947.8	TMEM101	539.7976457	0.442111648	0.443628553	0.996580686	0.318968085	0.589729116
ENSG00000091972.17	CD200	2.815167657	-2.400442049	1.900994431	-1.262729659	0.206686352	0.4688015
ENSG00000091986.14	CCDC80	2226.109818	-0.901976082	1.017672054	-0.886313109	0.375448827	0.641674398
ENSG00000092009.9	CMA1	0.203906818	1.968947767	3.13065569	0.628925044	0.529398129	NA
ENSG00000092010.13	PSME1	1134.646823	0.081478834	0.492241937	0.165525991	0.868529994	0.945672457
ENSG00000092020.9	PPP2R3C	172.1580408	-0.658691257	0.457222321	-1.440636705	0.149687345	0.397234761
ENSG00000092036.15	HAUS4	454.7335246	0.078516855	0.51142044	0.153527018	0.877982686	0.949569852
ENSG00000092051.15	JPH4	18.37352032	-4.624305939	1.736224955	-2.66342557	NA	NA
ENSG00000092054.12	MYH7	0.405414332	1.985187747	3.105458977	0.639257437	0.522655472	NA
ENSG00000092067.5	CEBPE	0.08265369	1.164452224	3.149695035	0.369703165	0.711603673	NA
ENSG00000092068.17	SLC7A8	131.3660688	3.946000564	1.110937144	3.551956639	0.000382378	0.006593589
ENSG00000092094.9	OSGEP	539.7425564	-0.622460556	0.40672713	-1.530413167	0.125914492	0.360239585
ENSG00000092096.13	SLC22A17	119.9057876	-1.689787858	1.243308767	-1.359105561	0.174113141	0.429914657
ENSG00000092098.15	RNF31	942.0743611	0.053636068	0.433746771	0.123657561	0.901586415	0.959310197
ENSG00000092108.19	SCFD1	439.0932918	-0.715460568	0.540511667	-1.323672755	0.185611751	0.444520332
ENSG00000092140.13	G2E3	254.0770433	-0.917880606	0.693523803	-1.323502672	0.185668268	0.444520332
ENSG00000092148.11	HECTD1	1561.195603	-0.524024138	0.452780855	-1.157346058	0.247131003	0.516573301
ENSG00000092199.16	HNRNPC	5264.120565	0.069459418	0.394584105	0.176031973	0.860268824	0.941678514
ENSG00000092200.11	RPGRIP1	1.96623572	-1.991336022	1.586395479	-1.255258255	0.209385024	0.471625684
ENSG00000092201.8	SUPT16H	2825.911763	-0.540531891	0.481740761	-1.122038936	0.261845885	0.531608481
ENSG00000092203.12	TOX4	1020.833884	0.034115936	0.340708014	0.100132473	0.920239155	0.967377043
ENSG00000092208.15	GEMIN2	154.1917938	-0.442846329	0.422316494	-1.048612439	0.294356529	0.566457815
ENSG00000092295.10	TGM1	600.8098513	5.964744413	0.809871406	7.365051249	1.77E-13	2.68E-11
ENSG00000092330.14	TINF2	536.1147515	0.690968099	0.388989307	1.776316436	0.075680776	0.268541847
ENSG00000092345.12	DAZL	0	0	NA	NA	NA	NA
ENSG00000092377.12	TBL1Y	0	0	NA	NA	NA	NA
ENSG00000092421.15	SEMA6A	26.87353821	-0.348955283	0.731581826	-0.476987359	0.633371123	0.825433983
ENSG00000092439.12	TRPM7	419.3273885	-0.330886187	0.46424783	-0.712736099	0.476009074	0.721394025
ENSG00000092445.10	TYRO3	462.1895523	-0.165868687	0.417997995	-0.396816944	0.691502455	0.856819571
ENSG00000092470.10	WDR76	367.4680678	-1.11355832	0.622773026	-1.788064469	0.073765607	0.26421597
ENSG00000092529.21	CAPN3	47.86153898	2.723391711	1.214711377	2.242007248	0.024960904	0.136456178
ENSG00000092531.8	SNAP23	322.1964159	0.290699634	0.495983791	0.586107126	0.557803528	0.778354582
ENSG00000092607.12	TBX15	39.37320343	-1.959392538	1.462090664	-1.340130668	0.180202867	0.437552932
ENSG00000092621.10	PHGDH	2719.819481	-2.858108643	0.867210485	-3.29574964	0.000981594	0.013834435
ENSG00000092758.14	COL9A3	4.945633225	-0.97180935	1.002779103	-0.969116076	0.332487277	0.602610213
ENSG00000092820.16	EZR	4019.972143	0.789204805	0.498015233	1.584700132	0.113034482	0.33656779
ENSG00000092841.17	MYL6	6696.396743	0.395310317	0.295442173	1.338029412	0.180886849	0.438292128
ENSG00000092847.9	AGO1	901.6501257	-1.126909216	0.451800372	-2.494263588	0.012621878	0.087411278
ENSG00000092850.10	TEKT2	1.361240175	-1.467001315	1.863729229	-0.787132215	0.431204473	NA
ENSG00000092853.12	CLSPN	629.2940031	-1.652644139	0.702777278	-2.351590171	0.018693358	0.113937987
ENSG00000092871.15	RFFL	379.0189909	0.267401472	0.457731662	0.58418828	0.559093646	0.778967984
ENSG00000092929.10	UNC13D	584.0015486	-0.15392854	1.264967542	-0.121685763	NA	NA
ENSG00000092931.10	MFSD11	215.9414088	0.008679498	0.393266616	0.022070265	0.982391906	0.99250475
ENSG00000092964.15	DPYSL2	2140.291579	0.055730153	0.61484994	0.090640251	0.927778448	0.970161112
ENSG00000092969.10	TGFB2	623.7685787	-2.432429632	0.758229201	-3.208040032	0.001336429	0.01758812
ENSG00000092978.9	GPATCH2	181.687583	0.184433615	0.410941361	0.448807622	0.65357044	0.837065818
ENSG00000093000.17	NUP50	1323.415597	-0.635001833	0.432491365	-1.468241646	0.142038595	0.385995769
ENSG00000093009.8	CDC45	721.0506112	-0.560995538	0.558166791	-1.005067926	0.314864143	0.585866467
ENSG00000093010.10	COMT	1977.452094	0.247361006	0.638101701	0.387651382	0.69827404	0.860756953
ENSG00000093072.14	ADA2	3.015046875	-3.192992067	1.944794086	-1.641814982	0.100628353	0.315616587
ENSG00000093100.13	AC016026.1	234.3583517	-0.578002475	0.481141542	-1.201314841	0.229629096	0.495901321
ENSG00000093134.12	VNN3	1.971484631	2.458178416	2.033391603	1.208905561	0.22669913	0.493109649
ENSG00000093144.17	ECHDC1	427.3129166	-0.632500629	0.57344198	-1.102989755	0.270031614	0.539761456
ENSG00000093167.16	LRRFIP2	689.563362	-0.225782418	0.351585886	-0.642182828	0.520754481	0.753814333
ENSG00000093183.12	SEC22C	727.197919	-0.249198823	0.266432999	-0.93531516	0.349625905	0.620929596
ENSG00000093217.8	XYLB	134.4156624	-0.831518536	0.455699384	-1.824708494	0.068045031	0.252179318
ENSG00000094631.17	HDAC6	663.6068636	-0.172201401	0.533690348	-0.322661636	0.746951509	0.886666266
ENSG00000094661.2	OR1I1	0.211254487	-0.917494984	3.13679376	-0.29249452	0.76990855	NA
ENSG00000094755.15	GABRP	156.0744017	3.536736815	0.997321278	3.546236196	NA	NA
ENSG00000094796.4	KRT31	0	0	NA	NA	NA	NA
ENSG00000094804.8	CDC6	837.1625173	-0.721467538	0.706999684	-1.020463735	0.30750858	0.579413074
ENSG00000094841.12	UPRT	110.0927502	0.02906222	0.386673055	0.075159672	0.94008767	0.975590744
ENSG00000094880.9	CDC23	584.7204669	-0.399511781	0.389843292	-1.024800963	0.305457112	0.577245419
ENSG00000094914.11	AAAS	872.7279392	0.441470937	0.319153906	1.383254059	0.166586979	0.419709673
ENSG00000094916.12	CBX5	2082.983018	-1.064387514	0.48022089	-2.216454002	0.026660425	0.142229896
ENSG00000094963.12	FMO2	0.277742577	2.278870507	3.11438402	0.731724313	0.464336854	NA
ENSG00000094975.12	SUCO	318.3886476	-0.88783791	0.578227863	-1.535446434	0.124674205	0.358358654
ENSG00000095002.11	MSH2	731.3810508	-1.261828405	0.423413916	-2.980129742	0.002881263	0.031298549
ENSG00000095015.5	MAP3K1	156.4300341	-0.814810253	0.611211923	-1.333105952	0.182497036	0.440666865
ENSG00000095059.14	DHPS	1063.529459	-0.138992249	0.403133097	-0.344780049	0.730259733	0.877388041
ENSG00000095066.10	HOOK2	468.2627417	0.416107002	0.653512874	0.636723497	0.524304965	0.756283005
ENSG00000095110.6	NXPE1	0.357001256	0.683572527	3.149695035	0.217028163	0.828186397	NA
ENSG00000095139.12	ARCN1	2084.443279	-0.203597771	0.388339418	-0.52427789	0.600085272	0.804734724
ENSG00000095203.13	EPB41L4B	289.7385682	1.187515841	0.734677614	1.616376786	0.106012874	0.325963833
ENSG00000095209.10	TMEM38B	213.8850053	-0.672015915	0.386980648	-1.736562069	0.0824645	0.282031024
ENSG00000095261.12	PSMD5	510.8564695	-0.112526104	0.451325695	-0.249323504	0.803110551	0.916251847
ENSG00000095303.13	PTGS1	39.45487201	2.907673062	1.143961054	2.541758788	0.011029626	0.079958694
ENSG00000095319.13	NUP188	3156.024397	-0.709397505	0.417295294	-1.699989228	0.089132952	0.294638915
ENSG00000095321.15	CRAT	850.5034862	-0.711914519	0.76455806	-0.931145136	0.351778493	0.622637806
ENSG00000095370.18	SH2D3C	5.847368316	-0.419821215	1.505878746	-0.278788194	0.780407376	0.903685193
ENSG00000095380.10	NANS	973.8223502	-0.238774299	0.450562485	-0.529947136	0.596148584	0.802447592
ENSG00000095383.18	TBC1D2	1118.85167	2.297174863	0.55854361	4.112794101	3.91E-05	0.000984755
ENSG00000095397.12	WHRN	614.9304211	-2.629825985	1.117176666	-2.35399294	NA	NA
ENSG00000095464.9	PDE6C	0.338788214	0.369141611	2.573980809	0.143412728	0.885964231	NA
ENSG00000095485.15	CWF19L1	385.5842774	-0.043566011	0.43548146	-0.100041022	0.920311758	0.967377043
ENSG00000095539.14	SEMA4G	56.65891775	-0.10799806	0.719343705	-0.150134156	0.880658773	0.950620583
ENSG00000095564.12	BTAF1	597.9146941	-0.541068662	0.476911781	-1.134525679	0.256574108	0.526300472
ENSG00000095574.10	IKZF5	137.716119	0.437102282	0.417454041	1.047066837	0.295068753	0.567162731
ENSG00000095585.15	BLNK	23.40272693	6.896244921	1.540590588	4.476364438	7.59E-06	0.000241328
ENSG00000095587.8	TLL2	7.268505041	-0.385830907	0.793242481	-0.486397182	0.626685588	0.822271826
ENSG00000095596.10	CYP26A1	0.266393078	-1.207796976	3.122472286	-0.386807909	0.698898422	NA
ENSG00000095627.8	TDRD1	0.074127511	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000095637.19	SORBS1	34.95067151	-1.460367256	1.05973972	-1.378043334	NA	NA
ENSG00000095713.12	CRTAC1	0.324968785	0.966574507	3.132514644	0.308561848	0.757654846	NA
ENSG00000095739.10	BAMBI	182.0302858	-0.644116224	1.146129794	-0.561992392	0.574121203	0.788062242
ENSG00000095752.5	IL11	242.8990638	-3.344662473	1.19982727	-2.787619982	0.005309679	0.04796764
ENSG00000095777.13	MYO3A	0.070418162	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000095787.20	WAC	1406.171996	-0.663178702	0.452632571	-1.465159038	0.142877532	0.387205985
ENSG00000095794.18	CREM	136.2960548	-0.701610317	0.370266427	-1.894879651	0.058108348	0.229851576
ENSG00000095906.15	NUBP2	848.78468	0.494819831	0.547434598	0.903888487	0.366054535	0.6335941
ENSG00000095917.12	TPSD1	0.070418162	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000095932.6	SMIM24	0.798694431	2.996565605	2.094206708	1.430883396	0.152463637	NA
ENSG00000095951.15	HIVEP1	283.0322952	-0.670422906	0.374401838	-1.79065068	0.073349369	0.263396392
ENSG00000095970.15	TREM2	39.93080262	9.206395138	2.606955841	3.531473374	0.000413251	0.007021349
ENSG00000095981.9	KCNK16	0	0	NA	NA	NA	NA
ENSG00000096006.10	CRISP3	0.131897492	-0.377220722	3.14943951	-0.119773922	0.90466224	NA
ENSG00000096060.13	FKBP5	2889.578481	3.545765389	1.044390264	3.395057875	0.000686141	0.010473098
ENSG00000096063.13	SRPK1	1353.836767	-0.316650984	0.502405471	-0.630269777	0.528518094	0.759353987
ENSG00000096070.18	BRPF3	753.4563989	-1.378910933	0.421060166	-3.274854866	0.001057163	0.014678671
ENSG00000096080.10	MRPS18A	647.7345546	-0.043649538	0.484195719	-0.090148541	0.928169176	0.970336266
ENSG00000096088.15	PGC	0.230908711	0.199841957	3.149439396	0.063453184	0.949405638	NA
ENSG00000096092.5	TMEM14A	207.447828	0.191032291	0.412304259	0.463328444	0.64312896	0.831382351
ENSG00000096093.13	EFHC1	134.756597	-0.124714385	0.390219676	-0.319600452	0.749271232	0.888061824
ENSG00000096264.12	NCR2	0.070418162	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000096384.18	HSP90AB1	19497.06013	-0.135755108	0.380776588	-0.356521678	0.721449921	0.872918467
ENSG00000096395.9	MLN	0	0	NA	NA	NA	NA
ENSG00000096401.7	CDC5L	691.2182708	-0.84942475	0.527201934	-1.611194299	0.10713738	0.327806161
ENSG00000096433.9	ITPR3	5705.652168	0.998966375	0.950605105	1.050874195	0.293316374	0.565668803
ENSG00000096654.14	ZNF184	72.49181238	-1.205579828	0.59440328	-2.028218667	0.042537936	0.19121818
ENSG00000096696.12	DSP	6438.358242	5.775657748	1.129715582	5.112488347	3.18E-07	1.41E-05
ENSG00000096717.10	SIRT1	237.5882683	-1.48219338	0.614392036	-2.412455393	0.015845476	0.101689299
ENSG00000096746.16	HNRNPH3	1999.69949	-1.080087752	0.243265812	-4.439948801	9.00E-06	0.000275328
ENSG00000096872.14	IFT74	103.9840469	0.617222229	0.806215948	0.765579285	0.443926674	0.699076141
ENSG00000096968.11	JAK2	131.2782571	-1.021119025	0.761766077	-1.340462717	0.180094958	0.437552932
ENSG00000096996.14	IL12RB1	3.75179484	-1.03520592	1.221413688	-0.847547338	0.396690113	0.661542463
ENSG00000097007.16	ABL1	2285.391647	-0.382202668	0.422819384	-0.903938378	0.366028078	0.6335941
ENSG00000097021.18	ACOT7	1825.907214	0.583065288	0.347897278	1.675969673	0.093744133	0.302810018
ENSG00000097033.13	SH3GLB1	1310.093689	-0.683720849	0.516246937	-1.324406596	0.185368045	0.4444049
ENSG00000097046.11	CDC7	343.5542953	-2.332921305	0.846500054	-2.755961199	0.005851994	0.051369587
ENSG00000097096.8	SYDE2	51.66089059	-0.954790779	0.632723736	-1.50901685	0.131294477	0.369506341
ENSG00000099139.12	PCSK5	42.4162965	1.270224951	1.219885098	1.041266061	0.297752084	0.569435943
ENSG00000099194.5	SCD	9327.524079	1.094313889	0.657797012	1.663604226	0.096191547	0.308286152
ENSG00000099203.5	TMED1	636.1264087	-0.174766455	0.489597114	-0.356959733	0.721121951	0.872833156
ENSG00000099204.17	ABLIM1	1372.211868	1.773811981	0.687038466	2.581823391	0.009827986	0.074178433
ENSG00000099219.12	ERMP1	473.1099548	0.7960854	0.720898781	1.104295667	0.269464902	0.539066797
ENSG00000099246.15	RAB18	720.8656959	-0.313998955	0.445730336	-0.704459467	0.481146684	0.725240251
ENSG00000099250.16	NRP1	2129.863766	-1.368112204	0.692822739	-1.974692987	0.048302999	0.206029269
ENSG00000099251.13	HSD17B7P2	15.95726821	1.387651667	0.966191012	1.436208421	0.150943044	0.399241698
ENSG00000099256.17	PRTFDC1	86.20371039	-5.630899855	1.483682629	-3.795218562	0.000147513	0.003110747
ENSG00000099260.9	PALMD	36.7655536	1.831002712	1.417567898	1.291650802	0.196478102	0.457317718
ENSG00000099282.8	TSPAN15	107.2225489	-0.112892087	1.095647262	-0.103036891	0.917933692	0.966509225
ENSG00000099284.12	H2AFY2	164.4100344	1.05550587	1.264252229	0.834885513	0.403782172	0.667716698
ENSG00000099290.14	WASHC2A	798.3478162	-0.282178672	0.270164617	-1.044469387	0.296268276	0.568165429
ENSG00000099308.9	MAST3	305.655515	-0.357479735	0.467971393	-0.763892282	0.444931437	0.699595296
ENSG00000099326.7	MZF1	396.6024681	0.500104213	0.439555597	1.137749619	0.255225048	0.52543267
ENSG00000099330.7	OCEL1	118.3796151	-0.173531696	0.579212127	-0.299599557	0.764482622	0.896405641
ENSG00000099331.12	MYO9B	2122.933003	-0.476353422	0.516087497	-0.923009034	0.356002497	0.626205836
ENSG00000099337.4	KCNK6	281.8352723	3.509032642	0.785453437	4.467524714	7.91E-06	0.000249101
ENSG00000099338.21	CATSPERG	14.01050488	-0.928631236	0.68872706	-1.348329824	0.177552324	0.43419682
ENSG00000099341.10	PSMD8	3405.846819	0.445992856	0.35203135	1.266912325	0.205186641	0.467196755
ENSG00000099364.15	FBXL19	615.5174345	-0.304582693	0.608144384	-0.50083944	0.616484126	0.815581306
ENSG00000099365.8	STX1B	76.09717513	-1.491508029	1.064843062	-1.400683426	NA	NA
ENSG00000099377.12	HSD3B7	233.3155944	-0.123597339	0.704397904	-0.175465228	0.860714091	0.941802443
ENSG00000099381.15	SETD1A	1039.013724	-0.577632469	0.383430409	-1.506485807	0.131942508	0.370323658
ENSG00000099385.10	BCL7C	577.3031266	-0.067298084	0.464144656	-0.14499377	0.884715791	0.952187092
ENSG00000099399.5	MAGEB2	2.29863893	-4.236555496	2.845372357	-1.488928325	0.136506244	0.37743517
ENSG00000099617.3	EFNA2	3.979446345	-4.365926468	1.431206524	-3.050521637	0.002284442	0.0266586
ENSG00000099622.12	CIRBP	2550.190742	-0.136037512	0.455915981	-0.298382856	0.765410972	0.896749304
ENSG00000099624.6	ATP5D	1589.338521	0.95541384	0.545540959	1.751314588	0.079891736	0.276591573
ENSG00000099625.11	CBARP	80.10814665	-1.039636313	0.847911981	-1.226113484	0.220155972	0.485066627
ENSG00000099715.13	PCDH11Y	10.68974512	-1.520115504	0.824260082	-1.844218271	0.065151337	0.245801064
ENSG00000099721.12	AMELY	0	0	NA	NA	NA	NA
ENSG00000099725.13	PRKY	0.218673184	-0.950576861	3.135329694	-0.303182425	0.761750842	NA
ENSG00000099769.5	IGFALS	2.715659014	-1.750839125	1.544801884	-1.13337454	0.257057001	0.526668385
ENSG00000099783.10	HNRNPM	5015.33216	-0.105384685	0.340171128	-0.309799029	0.75671379	0.892662643
ENSG00000099785.9	2-Mar	193.349232	0.321066303	0.552063488	0.581574965	0.56085301	0.779788211
ENSG00000099795.5	NDUFB7	1130.385106	0.488150697	0.48085876	1.015164405	0.310027465	0.581562012
ENSG00000099797.10	TECR	2458.722844	0.23157734	0.383249749	0.604246552	0.545679735	0.770677169
ENSG00000099800.6	TIMM13	1629.565793	0.496678213	0.558213925	0.889763209	0.373593046	0.640158949
ENSG00000099804.7	CDC34	906.6602403	-0.186557925	0.622306957	-0.299784412	0.764341607	0.896332363
ENSG00000099810.17	MTAP	327.3040351	1.023645338	1.551151454	0.659926105	0.509301251	0.745850548
ENSG00000099812.7	MISP	534.8851662	3.917658172	1.428780559	2.741959322	0.00610739	0.052888604
ENSG00000099814.14	CEP170B	2011.723033	1.380066225	0.652143255	2.116201028	0.034327714	0.167343352
ENSG00000099817.10	POLR2E	3343.853577	0.410326895	0.497959397	0.824016772	0.409930028	0.672338555
ENSG00000099821.12	POLRMT	1810.422904	0.005413964	0.694038447	0.007800668	0.99377603	0.99761873
ENSG00000099822.2	HCN2	293.0758141	-3.962653122	0.968949247	-4.089639509	4.32E-05	0.001062559
ENSG00000099834.17	CDHR5	7.835072895	-3.24053203	1.343035775	-2.412841185	0.015828715	0.101641634
ENSG00000099840.12	IZUMO4	29.69000869	1.134346872	0.784306626	1.446305353	0.148091575	0.394703568
ENSG00000099849.13	RASSF7	557.2290755	1.693918488	0.738413762	2.29399637	0.021790707	0.125360282
ENSG00000099860.7	GADD45B	761.8720913	-0.256835312	0.608489908	-0.422086395	0.672961958	0.847071836
ENSG00000099864.16	PALM	116.5422875	-6.21837592	0.989917038	-6.281714208	3.35E-10	2.85E-08
ENSG00000099866.13	MADCAM1	13.16982218	-0.981947088	1.135647173	-0.864658594	NA	NA
ENSG00000099869.7	IGF2-AS	0.405414332	1.985187747	3.105458977	0.639257437	0.522655472	NA
ENSG00000099875.13	MKNK2	2594.987755	1.516838415	0.593956718	2.553786109	0.010655869	0.077996365
ENSG00000099889.12	ARVCF	107.6984021	0.113540882	0.691230124	0.164259164	0.869527127	0.946293158
ENSG00000099899.13	TRMT2A	709.0640393	-0.255582521	0.560749155	-0.455787617	0.64854271	0.833937508
ENSG00000099901.15	RANBP1	1998.574442	-0.373916181	0.42616412	-0.877399487	0.380269691	0.646935251
ENSG00000099904.14	ZDHHC8	1341.408007	0.161787643	0.66936013	0.24170493	0.809008809	0.91858543
ENSG00000099910.15	KLHL22	408.09878	-1.07742138	0.683760949	-1.575728158	0.115088465	0.340711038
ENSG00000099917.16	MED15	2639.684396	0.396101779	0.532852456	0.743361084	0.457263098	0.708140704
ENSG00000099937.9	SERPIND1	7.484178074	0.690598321	1.984885906	0.347928472	0.727893902	0.876257499
ENSG00000099940.10	SNAP29	569.300115	0.1394581	0.263157161	0.529942258	0.596151966	0.802447592
ENSG00000099942.11	CRKL	1506.460071	-0.001990452	0.268342973	-0.007417566	0.994081693	0.99761873
ENSG00000099949.17	LZTR1	1424.178405	-0.409418998	0.685972969	-0.596844215	0.550611395	0.773923569
ENSG00000099953.8	MMP11	46.34887211	-2.240397451	1.097426404	-2.041501319	NA	NA
ENSG00000099954.17	CECR2	5.642283157	-3.513851051	1.164978455	-3.01623694	0.002559332	0.028889761
ENSG00000099956.16	SMARCB1	1751.996975	-0.34256709	0.336809652	-1.017094043	0.309108694	0.580768972
ENSG00000099957.15	P2RX6	28.32867676	-1.760782644	1.181489259	-1.490307788	0.136143326	0.376977511
ENSG00000099958.13	DERL3	24.48926177	-0.291059063	1.460047531	-0.199349032	NA	NA
ENSG00000099960.11	SLC7A4	1.803321509	-1.914373623	1.610760676	-1.188490414	0.234640254	0.501853137
ENSG00000099968.16	BCL2L13	1088.33251	-0.128719423	0.572257935	-0.224932526	NA	NA
ENSG00000099974.7	DDTL	70.28253883	-0.398584397	0.387750582	-1.027940164	0.303977975	0.575841993
ENSG00000099977.12	DDT	1173.51787	0.612136648	0.561185987	1.090791043	0.275364839	0.545748114
ENSG00000099984.9	GSTT2	5.064235901	4.560632377	1.580834923	2.884951687	0.003914737	0.038636305
ENSG00000099985.3	OSM	0.214963836	-0.933836522	3.13609658	-0.297770333	0.765878459	NA
ENSG00000099991.15	CABIN1	1149.360607	-0.473249347	0.404966493	-1.168613587	0.242559351	0.510904104
ENSG00000099992.14	TBC1D10A	288.7095337	0.74664201	0.453739218	1.645531132	0.099860328	0.314109025
ENSG00000099994.10	SUSD2	138.0151145	0.73116403	1.059225172	0.690281962	0.490016889	0.731826498
ENSG00000099995.17	SF3A1	2809.199479	-0.489102601	0.319141865	-1.53255544	0.125385428	0.359290875
ENSG00000099998.16	GGT5	119.676597	-1.649431275	1.46974594	-1.122256051	0.261753587	0.531494396
ENSG00000099999.13	RNF215	292.7491003	-0.637443306	0.553508329	-1.151641759	0.249468314	0.519191754
ENSG00000100003.16	SEC14L2	1729.77964	3.394504856	0.44625253	7.606690444	2.81E-14	4.98E-12
ENSG00000100012.10	SEC14L3	0.28167265	-1.273704372	3.119508722	-0.408302873	0.683051331	NA
ENSG00000100014.18	SPECC1L	1374.212306	-1.083235028	0.372498244	-2.908027205	0.003637167	0.036917731
ENSG00000100023.16	PPIL2	949.9130644	-0.310505565	0.422713401	-0.734553399	0.462611528	0.711201597
ENSG00000100024.13	UPB1	3.181299759	-2.941066272	1.473620646	-1.995809627	0.045954649	0.199505232
ENSG00000100027.13	YPEL1	27.67189959	-4.361156353	1.055394646	-4.132251731	3.59E-05	0.000913151
ENSG00000100028.10	SNRPD3	1405.124273	-0.307793096	0.293727981	-1.047884835	0.29469167	0.56693418
ENSG00000100029.16	PES1	2481.033162	-0.350667746	0.409462629	-0.856409649	0.391771229	0.657014911
ENSG00000100030.13	MAPK1	1768.969545	-0.212090348	0.365744308	-0.57988694	0.561990864	0.780212408
ENSG00000100031.17	GGT1	67.12285016	0.202583621	0.946846431	0.213956155	0.830581249	0.928968114
ENSG00000100033.15	PRODH	231.81551	6.350922591	1.117387474	5.683724527	1.32E-08	8.05E-07
ENSG00000100034.12	PPM1F	1207.958456	-0.22795355	0.456457247	-0.499397372	0.61749947	0.816173814
ENSG00000100036.12	SLC35E4	187.9239358	-0.407962361	0.692041029	-0.589506031	0.555521868	0.77712748
ENSG00000100038.18	TOP3B	603.8285223	0.151795615	0.434394847	0.349441565	0.726757834	0.87546442
ENSG00000100053.8	CRYBB3	2.731805282	0.928903073	1.655933423	0.56095436	0.574828651	0.788212575
ENSG00000100055.19	CYTH4	10.47866046	0.375525778	1.628008735	0.230665702	0.817574521	0.923218643
ENSG00000100056.10	DGCR14	465.4822527	-0.127391602	0.506740746	-0.251394038	0.801509477	0.915609542
ENSG00000100058.11	CRYBB2P1	200.1067562	-0.206246464	0.444974448	-0.463501814	0.643004715	0.831382351
ENSG00000100060.16	MFNG	28.66452573	1.836364787	0.802328411	2.288794416	0.0220913	0.126424179
ENSG00000100065.13	CARD10	1454.196743	0.353781725	0.774222141	0.456951185	0.647706133	0.833523436
ENSG00000100068.10	LRP5L	75.96416298	-0.554292439	0.490108612	-1.130958374	0.258072612	0.527485834
ENSG00000100075.8	SLC25A1	1972.472157	0.341748695	0.552322011	0.618749006	0.536081721	0.764113672
ENSG00000100077.13	GRK3	199.9470904	0.160497867	0.657309624	0.244173919	0.807096125	0.917832518
ENSG00000100078.3	PLA2G3	0.449815302	-1.885064348	2.911275476	-0.64750463	0.517305399	NA
ENSG00000100079.6	LGALS2	0	0	NA	NA	NA	NA
ENSG00000100083.17	GGA1	870.8201246	-0.125268384	0.453349179	-0.276317659	0.782304094	0.904497446
ENSG00000100084.13	HIRA	1082.406609	-0.184702267	0.395493228	-0.467017522	0.640487342	0.82998014
ENSG00000100092.19	SH3BP1	484.3236735	0.925491787	0.710049795	1.303418146	0.192432045	0.452692072
ENSG00000100095.17	SEZ6L	1.075024963	-1.445566364	2.675247252	-0.540348696	0.588956582	NA
ENSG00000100097.10	LGALS1	12816.42448	0.009766976	0.515648591	0.018941148	0.984888054	0.993777756
ENSG00000100099.19	HPS4	677.2383515	-0.005067022	0.372212395	-0.013613253	0.989138531	0.995666663
ENSG00000100100.11	PIK3IP1	68.37646361	3.280641513	0.826736628	3.968182129	7.24E-05	0.001684305
ENSG00000100101.14	Z83844.1	14.64476208	0.948395704	0.769893545	1.231853039	0.218003986	0.482260898
ENSG00000100104.11	SRRD	272.3234703	-0.407313756	0.484210916	-0.841190777	0.400241066	0.664492198
ENSG00000100105.16	PATZ1	650.4528492	-0.946435718	0.395742997	-2.391541292	0.016777797	0.105700656
ENSG00000100106.18	TRIOBP	1716.377977	0.639845245	0.685374854	0.933569771	0.350525864	0.621651017
